"Id","salary"
1,680362.879042893
2,1171699.56490694
3,643624.97310859
4,4225629.18262689
5,6149827.04905134
6,1128018.1568772
7,3101491.98007766
8,643624.97310859
9,680362.879042893
10,1518223.04463608
11,1824008.10606189
12,702668.57195406
13,702668.57195406
14,1485354.29671792
15,2170154.363439
16,819552.633687155
17,724129.302252243
18,643624.97310859
19,2289730.16379659
20,2114983.96045517
21,1176375.41398268
22,1333936.49377508
23,2625008.01408368
24,819552.633687155
25,1803263.88902737
26,643624.97310859
27,692162.133308532
28,1377323.69872662
29,3244672.05745466
30,680362.879042893
31,1485354.29671792
32,3289400.62832442
33,819552.633687155
34,3760422.78916721
35,643624.97310859
36,643624.97310859
37,3437397.44053431
38,7234158.76153205
39,643624.97310859
40,782060.280671355
41,680362.879042893
42,702668.57195406
43,1260608.66162441
44,702668.57195406
45,866537.886174592
46,4550079.52330319
47,1974723.88217158
48,948242.464068667
49,956089.965364136
50,1641649.08584817
51,643624.97310859
52,1073485.14040264
53,680362.879042893
54,3003547.10799563
55,4943177.36584658
56,643624.97310859
57,7064983.25458936
58,643624.97310859
59,643624.97310859
60,705887.401232147
61,676884.957672412
62,643624.97310859
63,6309387.86608803
64,643624.97310859
65,1377323.69872662
66,6204252.19966404
67,5348421.88610527
68,1213827.88400319
69,3948599.46739734
70,690869.317688422
71,643624.97310859
72,881683.624662162
73,1055097.91097871
74,3253739.9898584
75,819552.633687155
76,643624.97310859
77,3749862.43278985
78,643624.97310859
79,1047362.44860414
80,690869.317688422
81,643624.97310859
82,702668.57195406
83,896799.705432115
84,3106071.66126705
85,3171239.68782721
86,1985386.01895521
87,692162.133308532
88,6004633.89826108
89,3325329.25872553
90,643624.97310859
91,724129.302252243
92,643624.97310859
93,716393.839877676
94,702668.57195406
95,643624.97310859
96,1047362.44860414
97,3414809.19570922
98,5328666.93339478
99,2572360.27460681
100,643624.97310859
101,702668.57195406
102,643624.97310859
103,1983669.75458181
104,643624.97310859
105,979152.006312269
106,643624.97310859
107,676884.957672412
108,643624.97310859
109,3448712.91614916
110,999958.499241595
111,702668.57195406
112,1073485.14040264
113,643624.97310859
114,4367974.93610111
115,1541603.33670246
116,702668.57195406
117,956089.965364136
118,819552.633687155
119,643624.97310859
120,680362.879042893
121,2702462.43140872
122,1615195.58393944
