"Id","salary"
1,572763.771780156
2,1179570.3544119
3,654405.269456804
4,5707153.90545732
5,3248007.86428419
6,970053.408396448
7,3070050.03947313
8,535398.319757371
9,809638.348303888
10,1351051.77565771
11,3455037.17096466
12,627955.179132749
13,764473.857559931
14,2957586.49865825
15,4198729.00420987
16,963020.933869107
17,751933.727134731
18,554812.118009591
19,3302676.71660971
20,1363452.61312085
21,1467593.61677242
22,2215122.38598968
23,3417839.12520209
24,807519.424647037
25,996159.236692136
26,652509.525176092
27,623317.559780382
28,1354884.55769537
29,2677162.20560063
30,638682.526344294
31,3057764.08950362
32,2433883.62376609
33,849124.83088426
34,3024970.33275572
35,654405.269456804
36,646609.812459251
37,1685575.36507132
38,3303983.3753131
39,601404.191804626
40,915773.508228488
41,833568.284152661
42,544740.712845902
43,2361850.70240106
44,663192.074999831
45,801107.768895275
46,4487772.26004693
47,4054452.74760984
48,717882.679928249
49,773075.566377122
50,2573030.81978296
51,654405.269456804
52,1076577.02145668
53,655312.329266708
54,3146976.04603138
55,4505953.25504719
56,535398.319757371
57,3730404.47013129
58,589612.192406668
59,684406.144404626
60,729590.241442104
61,615927.002080937
62,586998.876741705
63,4551435.47734313
64,601404.191804626
65,1228979.37587493
66,4133194.33423916
67,3934442.3325296
68,774155.203575093
69,4312245.11510627
70,667228.278609206
71,623317.559780382
72,788335.038587628
73,1559534.42259602
74,2199066.29098662
75,984246.797830937
76,669788.247033924
77,6959352.57049007
78,601404.191804626
79,1699164.39198383
80,690479.62637954
81,646609.812459251
82,793582.168551191
83,984826.914393885
84,2839507.08514122
85,3448969.855285
86,1095503.48621834
87,1082458.58468484
88,4227987.54572784
89,2060434.5624605
90,645870.517511193
91,866047.977956019
92,566203.086159222
93,706138.713515987
94,874571.685278133
95,646609.812459251
96,1114995.3300697
97,2600496.51704674
98,4213663.7317225
99,3921475.12219058
100,535398.319757371
101,582278.09896708
102,601404.191804626
103,1473814.81986721
104,619705.756831203
105,612375.488020543
106,663050.46027177
107,1020578.28037169
108,722056.385613224
109,3210897.71737308
110,1015884.01602899
111,588125.014401553
112,943986.292047108
113,973401.868272283
114,4842187.95472679
115,2512553.24730888
116,817767.585850206
117,644126.57074792
118,672499.851825836
119,635743.13055482
120,544740.712845902
121,1742760.19188013
122,1491188.28590851
123,1757507.84049334
124,659805.18528679
125,1560643.56298999
126,1553012.54927518
127,550210.69855784
128,1491068.23544856
129,1309534.43527086
130,641334.592639393
131,2432173.74518588
132,649000.466880561
133,814287.363967768
134,3700129.85548675
135,537211.516271382
136,858459.854658808
137,1286885.94608468
138,565633.729453797
139,842283.986855492
140,1824138.65238928
141,2139277.4301159
142,798113.752558588
143,4821855.25307359
144,834934.055887483
145,5885165.99495256
146,1216243.39828699
147,824876.552942338
148,1101456.49391624
149,535398.319757371
150,4057659.17976775
151,791911.527866666
152,1062819.88750205
153,2850148.58917849
154,746520.196860447
155,3067449.67270733
156,1027581.16529959
157,617188.568096938
158,3751734.01141373
159,2498752.39828155
160,671117.13353692
161,790802.06399665
162,595261.7814066
163,792848.103102171
164,671522.611218334
165,1173241.64476274
166,601404.191804626
167,946760.244959052
168,1202808.36431945
169,925724.120375613
170,615927.002080937
171,1990439.07036131
172,1049337.5575025
173,4138522.35548801
174,6075842.29099832
175,614115.546138148
176,535398.319757371
177,619824.791694865
178,2760572.29553126
179,732226.623488639
180,621885.051562092
181,751874.593085533
182,627173.017560648
183,2777261.56819074
184,601404.191804626
185,624704.537226159
186,5772545.89427284
187,618039.816386797
188,2065336.80353557
189,654936.337122838
190,2452006.20723805
191,584529.444491115
192,1198892.14961699
193,733241.550129525
194,654405.269456804
195,644929.714690457
196,601404.191804626
197,1803742.12676532
198,3174330.34749607
199,985106.453819629
200,1514078.3567983
201,1925348.72430844
202,1656568.82592905
203,671117.13353692
204,586891.78331215
205,1118046.21574347
206,655566.828281793
207,1000545.08984093
208,979102.279438662
209,606162.994605901
210,729299.348720503
211,2007606.90711999
212,1169404.7940639
213,616608.73346399
214,1158440.35830196
215,832739.141076554
216,1311319.59584808
217,1515282.86951253
218,1145982.3374392
219,1454722.57433412
220,2188205.27085487
221,4338410.17677
222,2510400.26639913
223,1003536.5227913
224,876793.204105009
225,4184572.14212702
226,1066759.83211135
227,1242850.19729938
228,775716.114177565
229,975210.590932762
230,1190687.45806395
231,934970.921810019
232,6481133.78349907
233,879615.441115768
234,3603637.93956628
235,714889.600397996
236,630903.578445945
237,1297580.66386081
238,646609.812459251
239,1675926.20834471
240,698292.803726772
241,1425415.00199068
242,619705.756831203
243,745001.167037502
244,2478611.21598147
245,1253086.45656733
246,593032.420333056
247,1585662.47749237
248,570243.758443599
249,3477759.40550638
250,655312.329266708
251,1246269.08364688
252,1885101.23814995
253,954870.545767435
254,5311682.90433803
255,986671.870882291
256,557146.327331112
257,1575921.65803766
258,969992.733702718
259,2149667.29522254
260,715700.353348524
261,586035.60083977
262,799649.827553558
263,4925314.35100134
264,794021.67961368
265,4527386.39731894
266,569286.225484339
267,2060434.5624605
268,1173416.79937861
269,647154.682301477
270,1315780.2500658
271,1015465.67935302
272,544740.712845902
273,1161775.50496219
274,4715958.01033237
275,663741.049181512
276,1143984.38671265
277,708990.513222462
278,1395060.49636464
279,984165.757985238
280,775331.973793839
281,1206135.79315229
282,593492.112385174
283,776029.769572787
284,5746246.25845343
285,537211.516271382
286,654821.182805425
287,669590.870763403
288,654405.269456804
289,1087270.33852337
290,595442.192381199
291,1954697.47362697
292,752599.207650299
293,693430.04168469
294,627852.612651105
295,630757.962067447
296,1463308.50231482
297,3923067.46695286
298,749769.541068416
299,659300.576545831
300,2711102.84350522
301,716203.09535286
302,1096286.93294547
303,1560176.90283937
304,650853.454816692
305,560059.018247847
306,4049414.31975753
307,3728186.85172989
308,1157271.04841915
309,5251515.69193922
310,5304274.26367195
311,3094897.49717046
312,723504.136946612
313,1496072.78056522
314,538504.063343678
315,875060.517631082
316,4012621.06134798
317,3987869.09531179
318,605450.603368789
319,761871.620811134
320,2925745.57853397
321,1099730.97634386
322,609133.315021159
323,849998.487317915
324,3170616.60176316
325,652551.184184548
326,799536.477574202
327,5034634.92326102
328,1948768.01381953
329,714477.196174524
330,986671.870882291
331,589612.192406668
332,654821.182805425
333,1765098.3505694
