"Id","salary"
1,741147.268786103
2,1146531.75646938
3,669514.700686384
4,2842144.68732634
5,4331919.42705979
6,1057220.79199362
7,2189657.71493907
8,748587.811214089
9,936290.754236156
10,882865.716999663
11,2065531.52630657
12,676899.501579323
13,723030.720549522
14,1700685.33697672
15,1872203.9858713
16,870041.176037473
17,732438.729900255
18,624840.379633953
19,1878729.8371194
20,2143808.56773455
21,1229466.87168627
22,1290830.61865252
23,1979341.10965212
24,833280.010726053
25,1121273.69215633
26,694649.824359228
27,698074.802722241
28,1470089.95459352
29,2446678.70125895
30,674321.611710549
31,1561361.60707529
32,2638586.09442338
33,798680.493396665
34,2523392.53497218
35,659448.026873719
36,645417.007060999
37,943966.132686131
38,3878039.70344273
39,642767.983584102
40,874104.786402309
41,804780.872789661
42,776307.330844042
43,1631078.2792769
44,684668.248442835
45,764068.928920442
46,4439698.30732414
47,2283404.22904882
48,934848.270204485
49,842350.884864955
50,1520205.99534207
51,665792.282611202
52,913935.983260808
53,639374.672082515
54,2480194.16606996
55,3687345.64683511
56,641165.775941944
57,3477052.49898886
58,647457.693005026
59,691502.042582895
60,731708.600015686
61,694852.856175704
62,656879.093490336
63,4380766.78800688
64,647712.320475582
65,1485453.81658016
66,3998330.51116134
67,2771153.45430496
68,887721.92474092
69,3255120.46589481
70,780771.258582159
71,707771.655139268
72,870260.34379066
73,1222652.2124519
74,2791115.43150228
75,1086545.56524825
76,712364.948329664
77,2319499.50412642
78,641081.160205143
79,1098827.9806023
80,728587.975002355
81,648299.661356302
82,773980.834720637
83,1013626.39191596
84,2970128.93591168
85,2977719.22087117
86,1862719.60971802
87,832810.128673786
88,4075866.48514004
89,2655234.0538864
90,701954.643226557
91,739015.189909418
92,625475.0316269
93,775219.22108584
94,938663.1147942
95,678565.286656778
96,1215074.84716828
97,2803050.77235292
98,3627962.16288218
99,2143393.94178582
100,632165.897302952
101,745524.482610259
102,623551.706546148
103,1411742.37311594
104,640683.216831682
105,727528.523084026
106,680926.907255567
107,740060.374451175
108,691826.985946586
109,2451605.58153877
110,1037830.40187127
111,910430.412036475
112,1026274.26019436
113,704282.442798108
114,2410082.16869714
115,1432448.32014513
116,742763.053997986
117,853284.940071133
118,706686.26388944
119,679591.167036982
120,676846.668072414
121,1797897.92529522
122,1317682.41825984
123,1220135.36785091
124,782922.293576798
125,2026492.33473098
126,1101791.40469798
127,661607.082449085
128,1248877.52965073
129,929636.310653107
130,662689.245075841
131,2827874.02179776
132,713725.917826086
133,820887.874592639
134,3393130.62401403
135,622770.48191141
136,828763.523248885
137,1158258.76713235
138,727180.468447617
139,837121.732115104
140,1618531.47945477
141,2562107.50211321
142,1768600.7496554
143,4948944.87635832
144,739544.31547716
145,2294451.49486697
146,995950.715006401
147,766253.645061603
148,952858.736906054
149,656806.281247662
150,3471022.70596907
151,855385.766348312
152,905477.428438163
153,1536871.40748733
154,710008.656795614
155,3083125.37687373
156,1027307.92077834
157,629875.701828008
158,4161770.46379892
159,2902091.0993154
160,838718.032867954
161,677992.493978596
162,749058.80210825
163,907273.886976817
164,681167.729680944
165,1329335.11936491
166,631865.891267383
167,1030014.04322457
168,1146728.53378952
169,791403.202628304
170,652687.657606518
171,1464607.33218064
172,958077.346714324
173,2502370.02425145
174,3093577.88714131
175,669927.29338114
176,630937.652842456
177,664897.40225578
178,2089378.64095798
179,744119.259721664
180,668576.887000545
181,809344.366901458
182,715169.127789269
183,3036500.94921676
184,618918.98014382
185,719263.528984224
186,2974610.78274035
187,654191.199074488
188,2001262.39830249
189,702165.128660172
190,2070913.64267314
191,706974.718528139
192,1525681.99148383
193,794744.977169851
194,675246.71265635
195,686250.248092838
196,627660.183534506
197,1990249.83721025
198,3410716.99027426
199,912011.873821787
200,1406341.66870601
201,2914231.63035238
202,1278999.71833794
203,743020.067249291
204,680692.495146963
205,1150564.51892733
206,706671.354384947
207,818946.671593828
208,978370.656323649
209,685708.615624692
210,752428.900379565
211,1460310.16761187
212,1182721.34263014
213,761732.397279108
214,1108244.37147452
215,928864.906610573
216,1624927.50782899
217,995117.017408767
218,1079638.77554014
219,1085485.26256097
220,1986086.3965123
221,1992094.4791027
222,3518058.2473253
223,1129755.98715855
224,1099321.72174691
225,2471748.52791102
226,1046089.75336956
227,1835351.38039668
228,700221.158187682
229,936937.93011602
230,1375044.39350914
231,895974.294160732
232,3375086.80294576
233,969032.193519391
234,3169741.4278027
235,897517.266585647
236,708692.519211933
237,1109918.51174822
238,658916.22378832
239,1347042.50849296
240,708532.18922409
241,1281175.09978245
242,636785.754093703
243,957894.154361354
244,2100334.71217858
245,950746.291576641
246,668825.76522939
247,1284151.70083676
248,640329.567972783
249,3648314.29715744
250,650064.731894004
251,1444407.90834672
252,1332262.90683621
253,983562.924193796
254,4422476.28731336
255,981143.241381604
256,683856.107666072
257,1231174.58603413
258,1077793.88250411
259,1454813.51443853
260,909759.992237825
261,725147.362520163
262,748344.829988333
263,1917383.62240847
264,688339.111385879
265,2169988.79773726
266,647414.496025234
267,1880829.54546186
268,1237729.64068975
269,618674.480135449
270,1263868.41848882
271,902026.995870634
272,642773.876031961
273,859058.079653712
274,4196333.79377253
275,746448.768327245
276,1537326.48562305
277,852913.209938651
278,1364239.9699803
279,1045374.47824385
280,835723.251667914
281,1014011.10052114
282,645932.814469861
283,856389.1393628
284,2592979.32826921
285,665474.24010787
286,768550.136044177
287,638747.885813808
288,713831.5370972
289,875846.944640065
290,644467.36791385
291,2215688.93543476
292,794094.585195709
293,786626.706864123
294,801507.397777119
295,600859.801108539
296,1318465.7843523
297,1849161.06807768
298,813238.115652561
299,721637.331825926
300,2300179.43448526
301,903846.656749638
302,1341794.98065265
303,1326924.49021798
304,872809.397474577
305,614352.487969853
306,4056682.0155855
307,4177891.49034131
308,944136.394544599
309,3736653.94500085
310,2856778.34780252
311,4470230.9578714
312,897941.924118446
313,1422575.07936677
314,672529.92495742
315,748172.743519378
316,3645330.04534781
317,2369350.31788285
318,646923.63692244
319,653929.683897136
320,2762278.77691164
321,959160.804388391
322,648762.828505635
323,840079.033457825
324,1719462.21371252
325,714186.788787627
326,966278.01951017
327,2216215.10039072
328,1749916.48947715
329,773746.556239816
330,1004083.0852811
331,715791.614091196
332,784472.033771037
333,1222283.63696843
334,662078.015196078
335,2912024.67583148
336,845263.552321938
337,2817395.56813447
338,760158.283319191
339,2229654.64060087
340,636223.128124587
341,819974.414429552
342,2299391.94479013
343,1266174.99379367
344,2719827.71519416
345,1527613.82142581
346,847741.426885841
347,4048739.57485892
348,4259813.74086566
349,1356668.81161714
350,674868.067413082
351,691485.615921237
352,685426.332982657
353,695237.529824872
354,3524202.22946838
355,4290851.49046666
356,2205414.36178326
357,658593.830614368
358,745380.474453676
359,649898.082621463
360,976604.520694022
361,700877.55287264
362,1019359.96857576
363,1251896.10421711
364,735225.581636901
365,1702265.75122094
366,2060873.74048735
367,1308545.20505232
368,907438.040596615
369,3799294.19713305
370,848237.480698979
371,2986951.51787721
372,887395.820769902
373,777280.374488193
374,1360980.05341949
375,1330727.53837973
376,651757.889357171
377,1436571.86047182
378,663265.965790593
379,1380590.66550772
380,995464.937992488
381,1016394.31920155
382,716188.085231779
383,688655.179152403
384,707869.847201623
385,998131.651942
386,1627441.70626203
387,1066369.85800356
388,717755.098706674
389,2126458.31852199
390,720406.082220675
391,937128.269346897
392,659425.065860577
393,2510282.5069612
394,3118092.13425848
395,1975414.94323312
396,770615.880640819
397,661153.248634106
398,1040594.0035786
399,2039734.06614547
400,1186676.10435899
