"Id","salary"
1,544094.738380039
2,984703.203165982
3,612803.119732153
4,5677740.66861264
5,5718278.47619167
6,808645.605737892
7,3270879.09641318
8,616636.547127282
9,551365.831364193
10,974384.503002265
11,2413081.08516631
12,629381.761838569
13,707738.220556173
14,1775245.2130866
15,1887408.09023112
16,910590.425975692
17,646889.939397611
18,611872.854090427
19,2239021.74245769
20,1957412.44875812
21,1004376.61607865
22,1655924.45697349
23,3396055.05549357
24,735897.618664049
25,1272562.76482729
26,609980.489356539
27,639260.160682253
28,1228548.78953441
29,2210662.48471048
30,599694.915411015
31,1510580.3241174
32,3155275.14054431
33,708487.81369545
34,2501420.73623083
35,645129.17606429
36,721819.627570592
37,1276004.3549915
38,6685121.70311517
39,644390.077528234
40,756327.745704291
41,880111.798475285
42,817981.838657328
43,1739682.3625157
44,645036.281041094
45,738241.869843714
46,5799085.06841065
47,2667557.38537423
48,986868.295317527
49,894219.671320665
50,2167451.67200376
51,693242.940571676
52,999740.826029935
53,610953.322975012
54,3271474.94717596
55,6769195.98014778
56,587327.340372251
57,6110497.78780345
58,655341.603685372
59,705538.603252244
60,683898.637485049
61,673994.744555243
62,642778.319084923
63,6427136.71265393
64,634628.470651408
65,1473070.97540923
66,6309440.03109136
67,4640205.99006202
68,817549.004224436
69,2967330.97954293
70,731629.723905485
71,647620.170347678
72,843977.149498533
73,1018832.050303
74,4403703.57607611
75,1032455.24470759
76,656370.506682872
77,3677797.23854134
78,631485.457854868
79,1450194.4018611
80,702138.145613276
81,613295.979326897
82,788956.460691817
83,955681.281155863
84,2836244.05378175
85,2985232.73686626
86,1643403.0842599
87,974100.195372932
88,5802127.60744713
89,3101854.50900536
90,630698.230200458
91,635114.049880678
92,615485.592609116
93,713508.152895018
94,745661.494652524
95,665345.030223308
96,1078347.85744857
97,3179339.98463655
98,5453719.41526916
99,1552045.09875731
100,546878.932568621
101,701908.506561171
102,596965.681806387
103,1356773.17611881
104,605911.590790606
105,802566.190208574
